gene_id	chromosome	start	end	width	source	type	score	phase	transcript_id	gene_source	gene_biotype	transcript_source	transcript_biotype	tag	gene_name	transcript_name
DDB_G0286867	4	5001922	5006849	4928	ensembl	transcript	NA	NA	EAL63991	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286869	4	5007468	5008733	1266	ensembl	transcript	NA	NA	EAL63992	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286871	4	5008976	5009655	680	ensembl	transcript	NA	NA	EAL63993	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286873	4	5009906	5011103	1198	ensembl	transcript	NA	NA	EAL63994	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286875	4	5011319	5012971	1653	ensembl	transcript	NA	NA	EAL63995	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gatA	gatA-1
DDB_G0286877	4	5013005	5017830	4826	ensembl	transcript	NA	NA	EAL63996	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286879	4	5018337	5018897	561	ensembl	transcript	NA	NA	EAL63997	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286881	4	5019240	5022826	3587	ensembl	transcript	NA	NA	EAL63998	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286883	4	5022922	5023576	655	ensembl	transcript	NA	NA	EAL63999	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286885	4	5024349	5026256	1908	ensembl	transcript	NA	NA	EAL64000	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286887	4	5026472	5026974	503	ensembl	transcript	NA	NA	EAL64001	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286889	4	5027996	5030071	2076	ensembl	transcript	NA	NA	EAL64002	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	fut10	fut10-1
DDB_G0286891	4	5031762	5035686	3925	ensembl	transcript	NA	NA	EAL64003	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286893	4	5035700	5036863	1164	ensembl	transcript	NA	NA	EAL64004	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	act29	act29-1
DDB_G0286895	4	5037852	5040315	2464	ensembl	transcript	NA	NA	EAL64005	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	grlD	grlD-1
DDB_G0286897	4	5040461	5045138	4678	ensembl	transcript	NA	NA	EAL64006	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0295205	4	5047177	5047250	74	ensembl	transcript	NA	NA	DDB_G0295205-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Val-AAC-18	tRNA-Val-AAC-18
DDB_G0286899	4	5047649	5050777	3129	ensembl	transcript	NA	NA	EAL64007	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286901	4	5050966	5053146	2181	ensembl	transcript	NA	NA	EAL64008	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286967	4	5053310	5058130	4821	ensembl	transcript	NA	NA	EAL63981	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	med25	med25-1
DDB_G0286909	4	5059870	5060410	541	ensembl	transcript	NA	NA	EAL63952	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	anapc11	anapc11-1
DDB_G0286911	4	5061049	5062551	1503	ensembl	transcript	NA	NA	EAL63953	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286969	4	5063512	5069942	6431	ensembl	transcript	NA	NA	EEU04074	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286913	4	5070335	5073388	3054	ensembl	transcript	NA	NA	EAL63954	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286915	4	5073666	5073999	334	ensembl	transcript	NA	NA	EAL63955	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286917	4	5074484	5076486	2003	ensembl	transcript	NA	NA	EAL63956	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286905	4	5076581	5077048	468	ensembl	transcript	NA	NA	EAL63950	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	pspE	pspE-1
DDB_G0286919	4	5077667	5079750	2084	ensembl	transcript	NA	NA	EAL63957	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	uba2	uba2-1
DDB_G0286921	4	5081040	5082644	1605	ensembl	transcript	NA	NA	EAL63958	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286907	4	5083931	5084620	690	ensembl	transcript	NA	NA	EAL63951	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	ubqD	ubqD-1
DDB_G0286923	4	5085448	5086911	1464	ensembl	transcript	NA	NA	EAL63959	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286925	4	5087989	5089064	1076	ensembl	transcript	NA	NA	EAL63960	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286927	4	5089206	5089448	243	ensembl	transcript	NA	NA	EAL63961	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	nedd8l2	nedd8l2-1
DDB_G0286929	4	5090123	5091112	990	ensembl	transcript	NA	NA	EAL63962	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286931	4	5091515	5107567	16053	ensembl	transcript	NA	NA	EAL63963	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286933	4	5107749	5110311	2563	ensembl	transcript	NA	NA	EAL63964	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286963	4	5110525	5113395	2871	ensembl	transcript	NA	NA	EAL63979	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286935	4	5114045	5115649	1605	ensembl	transcript	NA	NA	EAL63965	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286965	4	5117185	5117484	300	ensembl	transcript	NA	NA	EAL63980	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286937	4	5117554	5117679	126	ensembl	transcript	NA	NA	EAL63966	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286939	4	5118438	5119358	921	ensembl	transcript	NA	NA	EAL63967	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286941	4	5119924	5122501	2578	ensembl	transcript	NA	NA	EAL63968	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286943	4	5123987	5124142	156	ensembl	transcript	NA	NA	EAL63969	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286945	4	5125247	5126362	1116	ensembl	transcript	NA	NA	EAL63970	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gtr3	gtr3-1
DDB_G0286947	4	5126978	5131999	5022	ensembl	transcript	NA	NA	EAL63971	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286949	4	5132153	5132583	431	ensembl	transcript	NA	NA	EAL63972	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286961	4	5132945	5134730	1786	ensembl	transcript	NA	NA	EAL63978	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	rbrA	rbrA-1
DDB_G0286951	4	5136274	5139707	3434	ensembl	transcript	NA	NA	EAL63973	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286953	4	5140537	5141493	957	ensembl	transcript	NA	NA	EAL63974	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286973	4	5142082	5143794	1713	ensembl	transcript	NA	NA	EAL63984	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286975	4	5144135	5145250	1116	ensembl	transcript	NA	NA	EAL63985	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286955	4	5145533	5146657	1125	ensembl	transcript	NA	NA	EAL63975	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286957	4	5147352	5147778	427	ensembl	transcript	NA	NA	EAL63976	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286977	4	5148727	5149869	1143	ensembl	transcript	NA	NA	EAL63986	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286979	4	5150412	5152907	2496	ensembl	transcript	NA	NA	EAL63987	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286959	4	5154310	5156466	2157	ensembl	transcript	NA	NA	EAL63977	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286981	4	5158045	5163167	5123	ensembl	transcript	NA	NA	EAL63988	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286983	4	5163425	5164927	1503	ensembl	transcript	NA	NA	EAL63989	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286987	4	5166703	5168037	1335	ensembl	transcript	NA	NA	EAL63945	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0295195	4	5168273	5168355	83	ensembl	transcript	NA	NA	DDB_G0295195-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Leu-UAA-11	tRNA-Leu-UAA-11
DDB_G0286993	4	5169198	5170721	1524	ensembl	transcript	NA	NA	EAL63948	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286985	4	5171363	5174437	3075	ensembl	transcript	NA	NA	EAL63944	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	zipA	zipA-1
DDB_G0286989	4	5175729	5176130	402	ensembl	transcript	NA	NA	EAL63946	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286991	4	5177493	5178949	1457	ensembl	transcript	NA	NA	EAL63947	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286995	4	5179444	5181688	2245	ensembl	transcript	NA	NA	EAL63949	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0286999	4	5181860	5183581	1722	ensembl	transcript	NA	NA	EAL63943	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287001	4	5188585	5190825	2241	ensembl	transcript	NA	NA	EAL63927	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287003	4	5191304	5192557	1254	ensembl	transcript	NA	NA	EAL63928	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287005	4	5193960	5195815	1856	ensembl	transcript	NA	NA	EAL63929	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287007	4	5196102	5197767	1666	ensembl	transcript	NA	NA	EAL63930	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	arpF	arpF-1
DDB_G0287009	4	5197882	5199603	1722	ensembl	transcript	NA	NA	EDR41049	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	mcfC	mcfC-1
DDB_G0287021	4	5200451	5202252	1802	ensembl	transcript	NA	NA	EAL63937	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	vps20	vps20-1
DDB_G0287023	4	5202818	5203376	559	ensembl	transcript	NA	NA	EAL63938	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287025	4	5203841	5204952	1112	ensembl	transcript	NA	NA	EAL63939	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287013	4	5205106	5206420	1315	ensembl	transcript	NA	NA	EAL63933	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287015	4	5207077	5207679	603	ensembl	transcript	NA	NA	EAL63934	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287017	4	5207898	5208884	987	ensembl	transcript	NA	NA	EAL63935	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287019	4	5209121	5209808	688	ensembl	transcript	NA	NA	EAL63936	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	med9	med9-1
DDB_G0287027	4	5209927	5213040	3114	ensembl	transcript	NA	NA	EAL63940	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287105	4	5213175	5214560	1386	ensembl	transcript	NA	NA	EAL63917	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287037	4	5215181	5216371	1191	ensembl	transcript	NA	NA	EAL63883	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287101	4	5216605	5218805	2201	ensembl	transcript	NA	NA	EAL63915	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	noxB	noxB-1
DDB_G0287039	4	5219424	5221022	1599	ensembl	transcript	NA	NA	EAL63884	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287041	4	5221229	5223369	2141	ensembl	transcript	NA	NA	EAL63885	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287107	4	5223453	5224928	1476	ensembl	transcript	NA	NA	EAL63918	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287043	4	5225371	5226538	1168	ensembl	transcript	NA	NA	EAL63886	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0295203	4	5226859	5226941	83	ensembl	transcript	NA	NA	DDB_G0295203-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Leu-UAA-12	tRNA-Leu-UAA-12
DDB_G0287045	4	5226996	5227253	258	ensembl	transcript	NA	NA	EAL63887	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287047	4	5227447	5227876	430	ensembl	transcript	NA	NA	EAL63888	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287049	4	5229568	5230094	527	ensembl	transcript	NA	NA	EAL63889	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287051	4	5231470	5232536	1067	ensembl	transcript	NA	NA	EAL63890	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287109	4	5232785	5235479	2695	ensembl	transcript	NA	NA	EAL63919	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	athl1	athl1-1
DDB_G0287053	4	5235945	5236851	907	ensembl	transcript	NA	NA	EAL63891	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	lsm4	lsm4-1
DDB_G0287055	4	5237174	5250239	13066	ensembl	transcript	NA	NA	EAL63892	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	vps13F	vps13F-1
DDB_G0287033	4	5251113	5252898	1786	ensembl	transcript	NA	NA	EAL63881	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	nagA	nagA-1
DDB_G0287035	4	5254629	5257005	2377	ensembl	transcript	NA	NA	EAL63882	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	lmpB	lmpB-1
DDB_G0287057	4	5258336	5261281	2946	ensembl	transcript	NA	NA	EAL63893	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gtaN	gtaN-1
DDB_G0287111	4	5266193	5267157	965	ensembl	transcript	NA	NA	EAL63920	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0304886	4	5267330	5267886	557	ensembl	transcript	NA	NA	EEU04073	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287103	4	5268402	5272596	4195	ensembl	transcript	NA	NA	EAL63916	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287059	4	5272697	5275219	2523	ensembl	transcript	NA	NA	EAL63894	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287113	4	5275365	5277665	2301	ensembl	transcript	NA	NA	EAL63921	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287061	4	5278698	5284733	6036	ensembl	transcript	NA	NA	EAL63895	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287063	4	5285069	5286549	1481	ensembl	transcript	NA	NA	EAL63896	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287065	4	5286829	5287431	603	ensembl	transcript	NA	NA	EAL63897	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287115	4	5287659	5288891	1233	ensembl	transcript	NA	NA	EAL63922	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287067	4	5289082	5289474	393	ensembl	transcript	NA	NA	EAL63898	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287069	4	5289970	5291240	1271	ensembl	transcript	NA	NA	EAL63899	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287071	4	5291519	5292739	1221	ensembl	transcript	NA	NA	EAL63900	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287073	4	5293321	5294530	1210	ensembl	transcript	NA	NA	EAL63901	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287075	4	5294660	5296282	1623	ensembl	transcript	NA	NA	EAL63902	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287031	4	5297647	5299535	1889	ensembl	transcript	NA	NA	EAL63880	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gpaC	gpaC-1
DDB_G0287077	4	5299968	5301629	1662	ensembl	transcript	NA	NA	EAL63903	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287079	4	5302047	5303965	1919	ensembl	transcript	NA	NA	EAL63904	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287081	4	5304055	5305096	1042	ensembl	transcript	NA	NA	EAL63905	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287083	4	5305570	5307430	1861	ensembl	transcript	NA	NA	EAL63906	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287085	4	5307684	5308631	948	ensembl	transcript	NA	NA	EAL63907	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287087	4	5309664	5311235	1572	ensembl	transcript	NA	NA	EAL63908	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	CYP513B1	CYP513B1-1
DDB_G0287089	4	5311879	5312367	489	ensembl	transcript	NA	NA	EAL63909	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0295197	4	5312947	5313029	83	ensembl	transcript	NA	NA	DDB_G0295197-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Tyr-GUA-8	tRNA-Tyr-GUA-8
DDB_G0287091	4	5313189	5313680	492	ensembl	transcript	NA	NA	EAL63910	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287093	4	5314330	5314800	471	ensembl	transcript	NA	NA	EAL63911	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287117	4	5315241	5319287	4047	ensembl	transcript	NA	NA	EAL63923	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287119	4	5319738	5327230	7493	ensembl	transcript	NA	NA	EAL63924	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	pks24	pks24-1
DDB_G0287121	4	5328050	5328886	837	ensembl	transcript	NA	NA	EAL63925	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287095	4	5330551	5337779	7229	ensembl	transcript	NA	NA	EAL63912	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	pks25	pks25-1
DDB_G0287097	4	5338338	5339834	1497	ensembl	transcript	NA	NA	EAL63913	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287099	4	5339911	5340579	669	ensembl	transcript	NA	NA	EAL63914	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287123	4	5341241	5346451	5211	ensembl	transcript	NA	NA	EAL63926	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287129	4	5352426	5353073	648	ensembl	transcript	NA	NA	EAL63839	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287131	4	5353824	5354760	937	ensembl	transcript	NA	NA	EAL63840	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gtf2f2	gtf2f2-1
DDB_G0287133	4	5355378	5357627	2250	ensembl	transcript	NA	NA	EAL63841	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287187	4	5359561	5361351	1791	ensembl	transcript	NA	NA	EAL63868	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287135	4	5361475	5362787	1313	ensembl	transcript	NA	NA	EAL63842	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287189	4	5363024	5363750	727	ensembl	transcript	NA	NA	EAL63869	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287191	4	5366531	5366749	219	ensembl	transcript	NA	NA	EAL63870	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287137	4	5367017	5367301	285	ensembl	transcript	NA	NA	EAL63843	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287139	4	5368411	5370078	1668	ensembl	transcript	NA	NA	EAL63844	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287127	4	5370324	5372643	2320	ensembl	transcript	NA	NA	EAL63838	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	vatA	vatA-1
DDB_G0287141	4	5374001	5375464	1464	ensembl	transcript	NA	NA	EAL63845	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	pheSA	pheSA-1
DDB_G0287175	4	5376601	5376771	171	ensembl	transcript	NA	NA	EAL63862	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287143	4	5376827	5377009	183	ensembl	transcript	NA	NA	EAL63846	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287145	4	5377683	5378043	361	ensembl	transcript	NA	NA	EAL63847	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287147	4	5379967	5381914	1948	ensembl	transcript	NA	NA	EAL63848	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	gnl3	gnl3-1
DDB_G0287149	4	5382189	5383827	1639	ensembl	transcript	NA	NA	EAL63849	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287193	4	5388100	5391276	3177	ensembl	transcript	NA	NA	EAL63871	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287195	4	5391671	5393263	1593	ensembl	transcript	NA	NA	EAL63872	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287151	4	5393798	5394727	930	ensembl	transcript	NA	NA	EAL63850	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287197	4	5395993	5396806	814	ensembl	transcript	NA	NA	EAL63873	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	ncbp2	ncbp2-1
DDB_G0287199	4	5397049	5398785	1737	ensembl	transcript	NA	NA	EAL63874	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	5NT	5NT-1
DDB_G0287153	4	5400400	5401252	853	ensembl	transcript	NA	NA	EAL63851	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287201	4	5401496	5403973	2478	ensembl	transcript	NA	NA	EAL63875	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287203	4	5404659	5405023	365	ensembl	transcript	NA	NA	EAL63876	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	elof1	elof1-1
DDB_G0287205	4	5405589	5405838	250	ensembl	transcript	NA	NA	EAL63877	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287155	4	5407048	5407542	495	ensembl	transcript	NA	NA	EAL63852	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287157	4	5407710	5412538	4829	ensembl	transcript	NA	NA	EAL63853	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287159	4	5412959	5415025	2067	ensembl	transcript	NA	NA	EAL63854	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	cysS	cysS-1
DDB_G0287161	4	5415608	5416761	1154	ensembl	transcript	NA	NA	EAL63855	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287125	4	5417279	5417901	623	ensembl	transcript	NA	NA	EAL63837	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	proA	proA-1
DDB_G0287163	4	5419077	5419983	907	ensembl	transcript	NA	NA	EAL63856	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287165	4	5420537	5422504	1968	ensembl	transcript	NA	NA	EAL63857	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287167	4	5422690	5427611	4922	ensembl	transcript	NA	NA	EAL63858	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287169	4	5428138	5429052	915	ensembl	transcript	NA	NA	EAL63859	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287171	4	5429343	5435050	5708	ensembl	transcript	NA	NA	EAL63860	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0295199	4	5435309	5435390	82	ensembl	transcript	NA	NA	DDB_G0295199-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Leu-AAG-4	tRNA-Leu-AAG-4
DDB_G0295201	4	5435936	5436017	82	ensembl	transcript	NA	NA	DDB_G0295201-1	ena	tRNA	ensembl	tRNA	Ensembl_canonical	tRNA-Leu-AAG-5	tRNA-Leu-AAG-5
DDB_G0287207	4	5437470	5442645	5176	ensembl	transcript	NA	NA	EAS66848	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287177	4	5445848	5446186	339	ensembl	transcript	NA	NA	EAL63863	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287179	4	5446279	5446572	294	ensembl	transcript	NA	NA	EAL63864	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287181	4	5446698	5446976	279	ensembl	transcript	NA	NA	EAL63865	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287183	4	5447371	5447931	561	ensembl	transcript	NA	NA	EAL63866	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
DDB_G0287185	4	5448496	5448951	456	ensembl	transcript	NA	NA	EAL63867	ena	protein_coding	ensembl	protein_coding	Ensembl_canonical	NA	NA
